-118.28535299999999,34.020857
-118.28535297240033,34.0208534001144
-118.28535288960552,34.02084980091517
-118.28535275162795,34.020846203088595
-118.28535255848836,34.02084260732075
-118.28535231021571,34.02083901429741
-118.28535200684729,34.020835424703954
-118.28535164842862,34.020831839225266
-118.2853512350135,34.020828258545635
-118.28535076666397,34.02082468334864
-118.28535024345034,34.0208211143171
-118.28534966545112,34.0208175521329
-118.2853490327531,34.02081399747695
-118.28534834545124,34.02081045102907
-118.28534760364872,34.020806913467894
-118.28534680745686,34.02080338547075
-118.28534595699522,34.0207998677136
-118.28534505239143,34.020796360870904
-118.28534409378133,34.02079286561556
-118.28534308130884,34.02078938261876
-118.28534201512593,34.02078591254994
-118.28534089539272,34.02078245607665
-118.28533972227731,34.020779013864484
-118.28533849595587,34.02077558657694
-118.28533721661253,34.02077217487538
-118.2853358844394,34.020768779418894
-118.28533449963656,34.02076540086422
-118.28533306241196,34.020762039865645
-118.28533157298148,34.020758697074896
-118.28533003156882,34.020755373141085
-118.2853284384055,34.02075206871058
-118.28532679373086,34.02074878442691
-118.28532509779195,34.02074552093069
-118.28532335084358,34.02074227885954
-118.28532155314822,34.02073905884793
-118.28531970497596,34.02073586152718
-118.28531780660454,34.02073268752528
-118.28531585831922,34.02072953746687
-118.28531386041283,34.020726411973094
-118.28531181318561,34.02072331166155
-118.28530971694532,34.020720237146165
-118.28530757200706,34.02071718903715
-118.28530537869328,34.020714167940866
-118.28530313733377,34.02071117445978
-118.2853008482655,34.02070820919232
-118.28529851183274,34.020705272732854
-118.28529612838682,34.02070236567156
-118.28529369828624,34.02069948859435
-118.28529122189653,34.02069664208279
-118.28528869959023,34.02069382671401
-118.28528613174679,34.02069104306063
-118.2852835187526,34.02068829169067
-118.28528086100089,34.020685573167455
-118.28527815889159,34.02068288804956
-118.28527541283145,34.02068023689071
-118.28527262323382,34.02067762023971
-118.28526979051868,34.02067503864035
-118.28526691511253,34.020672492631334
-118.2852639974484,34.02066998274622
-118.28526103796567,34.0206675095133
-118.28525803711014,34.02066507345558
-118.28525499533384,34.020662675090655
-118.2852519130951,34.02066031493065
-118.28524879085833,34.02065799348215
-118.2852456290941,34.02065571124614
-118.28524242827896,34.02065346871789
-118.28523918889545,34.02065126638693
-118.28523591143197,34.02064910473694
-118.28523259638273,34.02064698424572
-118.28522924424773,34.02064490538508
-118.2852258555326,34.0206428686208
-118.28522243074859,34.02064087441254
-118.28521897041247,34.0206389232138
-118.28521547504648,34.020637015471834
-118.2852119451782,34.02063515162759
-118.28520838134054,34.02063333211563
-118.28520478407162,34.02063155736411
-118.28520115391473,34.02062982779468
-118.28519749141819,34.02062814382242
-118.28519379713534,34.020626505855816
-118.2851900716244,34.02062491429665
-118.28518631544846,34.02062336953998
-118.28518252917532,34.02062187197409
-118.28517871337746,34.0206204219804
-118.28517486863196,34.0206190199334
-118.28517099552035,34.02061766620066
